disorder_id,orpha_code,name,disorder_type,disorder_group,prevalence_type,prevalence_qualification,prevalence_class,val_moy,prevalence_geographic,prevalence_validation_status,source
112,512,Metachromatic leukodystrophy,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.69,Czech Republic,Validated,20490927[PMID]
112,512,Metachromatic leukodystrophy,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.38,Poland,Validated,21695197[PMID]
112,512,Metachromatic leukodystrophy,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,2.5,United States,Validated,19380076[PMID]
112,512,Metachromatic leukodystrophy,Disease,Disorder,Prevalence at birth,Class only,1-9 / 100 000,0.0,Worldwide,Validated,ORPHANET_21695197[PMID]_20490927[PMID]_19380076[PMID]_9918480[PMID]_9286459[PMID]_14685153[PMID]_10480370[PMID]
112,512,Metachromatic leukodystrophy,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.73,Sweden,Validated,25274184[PMID]
126,567,22q11.2 deletion syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,9.6,Europe,Validated,EUROCAT European surveillance of congenital anomalies 2005-2012[REG]
126,567,22q11.2 deletion syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,10.3,France,Not yet validated,8863171[PMID]
126,567,22q11.2 deletion syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,37.5,Worldwide,Not yet validated,21570089[PMID]_ORPHANET
126,567,22q11.2 deletion syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,16.8,United States,Validated,12837874[PMID]
126,567,22q11.2 deletion syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
126,567,22q11.2 deletion syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,1-5 / 10 000,0.0,Europe,Validated,European Medicines Agency 2019[INST]
17599,166016,"Multiple epiphyseal dysplasia, Lowry type",Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,8723087[PMID]
17599,166016,"Multiple epiphyseal dysplasia, Lowry type",Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_8723087[PMID]
125,232,Sickle cell anemia,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,42.0,France,Validated,Institut de Veille Sanitaire 2010[INST]
125,232,Sickle cell anemia,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,25.0,Germany,Validated,24398797[PMID]
125,232,Sickle cell anemia,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,30.0,United States,Validated,20331952[PMID]_Center for Diseases Control and Prevention[INST]
125,232,Sickle cell anemia,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,47.5,Belgium,Validated,10321364[PMID]
125,232,Sickle cell anemia,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,41.7,United Kingdom,Not yet validated,Sickle Cell Society 2008[OTHER]
125,232,Sickle cell anemia,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,10.0,Europe,Validated,European Medicines Agency 2019[INST]
125,232,Sickle cell anemia,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,32.8,United States,Validated,17183567[PMID]
125,232,Sickle cell anemia,Disease,Disorder,Prevalence at birth,Value and class,>1 / 1000,344.8,Guadeloupe,Not yet validated,Institut de Veille Sanitaire 2015[INST]
125,232,Sickle cell anemia,Disease,Disorder,Prevalence at birth,Value and class,>1 / 1000,248.75,Martinique,Not yet validated,Institut de Veille Sanitaire 2015[INST]
125,232,Sickle cell anemia,Disease,Disorder,Prevalence at birth,Value and class,>1 / 1000,467.3,Guyana,Not yet validated,Institut de Veille Sanitaire 2015[INST]
125,232,Sickle cell anemia,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,20.15,Reunion,Not yet validated,Institut de Veille Sanitaire 2015[INST]
125,232,Sickle cell anemia,Disease,Disorder,Annual incidence,Value and class,1-5 / 10 000,21.6262,Brazil,Validated,35209917[PMID]
124,536,Systemic lupus erythematosus,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,47.0,France,Validated,25172239[PMID]_28968809[PMID]
124,536,Systemic lupus erythematosus,Disease,Disorder,Point prevalence,Value and class,6-9 / 10 000,64.2,Martinique,Validated,11859691[PMID]_28968809[PMID]
124,536,Systemic lupus erythematosus,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,14.7,New Zealand,Validated,6929995[PMID]_28968809[PMID]
124,536,Systemic lupus erythematosus,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,20.6,"Korea, Republic of",Validated,24322455[PMID]_28968809[PMID]
124,536,Systemic lupus erythematosus,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,53.6,United States,Validated,15333286[PMID]_28968809[PMID]
124,536,Systemic lupus erythematosus,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,37.0,"Taiwan, Province of China",Validated,22899470[PMID]_28968809[PMID]
124,536,Systemic lupus erythematosus,Disease,Disorder,Point prevalence,Class only,1-5 / 10 000,0.0,Europe,Validated,ORPHANET
124,536,Systemic lupus erythematosus,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,28.0,Finland,Validated,4001877[PMID]_28968809[PMID]
124,536,Systemic lupus erythematosus,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,5.14,Worldwide,Validated,36241363[PMID]
124,536,Systemic lupus erythematosus,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,43.7,Worldwide,Validated,36241363[PMID]
124,536,Systemic lupus erythematosus,Disease,Disorder,Annual incidence,Value and class,6-9 / 10 000,81.84,Poland,Validated,36241363[PMID]
123,534,Oculocerebrorenal syndrome of Lowe,Malformation syndrome,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.2,Worldwide,Not yet validated,16722554[PMID]
123,534,Oculocerebrorenal syndrome of Lowe,Malformation syndrome,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.2,Europe,Validated,16722554[PMID]_[EXPERT]
123,534,Oculocerebrorenal syndrome of Lowe,Malformation syndrome,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.2,United Kingdom,Validated,21152085[PMID]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.05,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,4.6,"Taiwan, Province of China",Validated,19373260[PMID]
122,790,Retinoblastoma,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,5.9,"Korea, Republic of",Validated,24692122[PMID]
122,790,Retinoblastoma,Disease,Disorder,Lifetime Prevalence,Value and class,1-9 / 100 000,1.05,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,6.0,Worldwide,Validated,22414599[PMID]_19704035[PMID]_ [EXPERT]
122,790,Retinoblastoma,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,5.05,Japan,Validated,1513060[PMID]
122,790,Retinoblastoma,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Europe,Not yet validated,ORPHANET
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.018,Austria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.073,Belgium,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.035,Bulgaria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.04,Croatia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.018,Estonia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.053,Finland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.033,Germany,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.043,Iceland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.071,Ireland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.045,Italy,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.016,Latvia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.017,Lithuania,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.094,Malta,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.071,Norway,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.038,Poland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.047,Portugal,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.042,Slovakia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.038,Slovenia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.048,Spain,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.039,Switzerland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.071,United Kingdom,Validated,RARECARE surveillance of rare cancers in Europe[REG]
122,790,Retinoblastoma,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.107,Netherlands,Validated,RARECARE surveillance of rare cancers in Europe[REG]
121,652,Multiple endocrine neoplasia type 1,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,3.3,Europe,Validated,20301710[PMID]_17014705[PMID]_ [EXPERT]
120,908,Fragile X syndrome,Malformation syndrome,Disorder,Point prevalence,Value and class,1-5 / 10 000,32.5,Worldwide,Validated,18413371[PMID]_[EXPERT]_ ORPHANET
120,908,Fragile X syndrome,Malformation syndrome,Disorder,Point prevalence,Value and class,1-5 / 10 000,20.0,Europe,Validated,European Medicines Agency 2018[INST]
120,908,Fragile X syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,9.7,United States,Validated,19804849[PMID]_23765048[PMID]
120,908,Fragile X syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.3,France,Validated,22925539[PMID]
120,908,Fragile X syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,19.0,Spain,Validated,19460941[PMID]
120,908,Fragile X syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,16.11,Canada,Validated,19863547[PMID]
120,908,Fragile X syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,2.4,Europe,Validated,EUROCAT European surveillance of congenital anomalies 2005-2012[REG]
137,3099,Rheumatic fever,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,5.0,Europe,Validated,21386976[PMID]_[EXPERT]
137,3099,Rheumatic fever,Disease,Disorder,Annual incidence,Value and class,1-5 / 10 000,12.5,Canada,Validated,21386976[PMID]_[EXPERT]_ ORPHANET
137,3099,Rheumatic fever,Disease,Disorder,Annual incidence,Value and class,1-5 / 10 000,12.5,Spain,Validated,21386976[PMID]_[EXPERT]_ ORPHANET
137,3099,Rheumatic fever,Disease,Disorder,Annual incidence,Value and class,>1 / 1000,100.0,Australia,Validated,21386976[PMID]_[EXPERT]
137,3099,Rheumatic fever,Disease,Disorder,Annual incidence,Value and class,1-5 / 10 000,30.0,India,Validated,21386976[PMID]_[EXPERT]_ ORPHANET
137,3099,Rheumatic fever,Disease,Disorder,Annual incidence,Value and class,>1 / 1000,100.0,Mexico,Validated,21386976[PMID]_[EXPERT]
137,3099,Rheumatic fever,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,5.0,Latin America,Validated,21386976[PMID]_[EXPERT]
137,3099,Rheumatic fever,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,7.6,New Zealand,Validated,23254495[PMID]_21386976[PMID]_ [EXPERT]
137,3099,Rheumatic fever,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
139,739,Prader-Willi syndrome,Disease,Disorder,Prevalence at birth,Class only,1-9 / 100 000,0.0,Worldwide,Not yet validated,ORPHANET
139,739,Prader-Willi syndrome,Disease,Disorder,Point prevalence,Class only,1-9 / 100 000,0.0,Worldwide,Not yet validated,ORPHANET
139,739,Prader-Willi syndrome,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,3.1,Europe,Validated,EUROCAT European surveillance of congenital anomalies 2005-2012[REG]
139,739,Prader-Willi syndrome,Disease,Disorder,Point prevalence,Class only,1-9 / 100 000,0.0,Europe,Validated,ORPHANET_EUROCAT European surveillance of congenital anomalies 2005-2012[REG]
139,739,Prader-Willi syndrome,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,3.7,Belgium,Validated,14679397[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,1.3,Belgium,Validated,14679397[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,3.4,United Kingdom,Validated,11732491[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,1.9,United Kingdom,Validated,11732491[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,6.6,Japan,Validated,8579217[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Point prevalence,Class only,1-9 / 100 000,0.0,Japan,Validated,8579217[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,4.0,Australia,Validated,12598399[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Point prevalence,Class only,1-9 / 100 000,0.0,Australia,Validated,12598399[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,6.2,United States,Validated,2240051[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Point prevalence,Class only,1-9 / 100 000,0.0,United States,Validated,2240051[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,4.76,France,Validated,28659150[PMID]
139,739,Prader-Willi syndrome,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.229,China,Validated,34103049[PMID]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.1,Europe,Not yet validated,19419768[PMID]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.22,Worldwide,Validated,[EXPERT]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.18,France,Validated,19419768[PMID]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.21,Italy,Validated,19419768[PMID]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,<1 / 1 000 000,0.08,United Kingdom,Validated,19419768[PMID]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,<1 / 1 000 000,0.06,Spain,Validated,19419768[PMID]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,<1 / 1 000 000,0.03,Germany,Validated,19419768[PMID]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,<1 / 1 000 000,0.09,Poland,Validated,19419768[PMID]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.13,Croatia,Validated,19419768[PMID]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.16,Hungary,Validated,19419768[PMID]
142,47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.25,North Macedonia,Validated,19419768[PMID]
