disorder_id,orpha_code,name,target_disorder_code,target_disorder_name,association_type
19652,251589,Anaplastic astrocytoma,250908,Rare neoplastic disease,Preferential parent
19655,251598,Protoplasmic astrocytoma,250908,Rare neoplastic disease,Preferential parent
2054,2155,Hirschsprung disease-deafness-polydactyly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19654,251595,Diffuse astrocytoma,250908,Rare neoplastic disease,Preferential parent
19657,251604,Gemistocytic astrocytoma,250908,Rare neoplastic disease,Preferential parent
19656,251601,Fibrillary astrocytoma,250908,Rare neoplastic disease,Preferential parent
2057,2158,Histidinuria-renal tubular defect syndrome,68367,Rare inborn errors of metabolism,Preferential parent
19659,251612,Pilocytic astrocytoma,250908,Rare neoplastic disease,Preferential parent
2058,2163,Holoprosencephaly-craniosynostosis syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19658,251607,Pleomorphic xanthoastrocytoma,250908,Rare neoplastic disease,Preferential parent
19661,251618,Subependymal giant cell astrocytoma,250908,Rare neoplastic disease,Preferential parent
2060,2165,Holoprosencephaly-caudal dysgenesis syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19660,251615,Pilomyxoid astrocytoma,250908,Rare neoplastic disease,Preferential parent
2061,2166,Holoprosencephaly-postaxial polydactyly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19663,251627,Oligodendroglioma,250908,Rare neoplastic disease,Preferential parent
2062,2167,Holzgreve syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19662,251623,Pituicytoma,250908,Rare neoplastic disease,Preferential parent
2063,2169,Methylcobalamin deficiency type cblE,68367,Rare inborn errors of metabolism,Preferential parent
19698,251927,Extraventricular neurocytoma,250908,Rare neoplastic disease,Preferential parent
19699,251931,Cerebellar liponeurocytoma,250908,Rare neoplastic disease,Preferential parent
2098,2222,Hypertrichosis lanuginosa congenita,89826,Rare skin disease,Preferential parent
19696,251919,Pineal parenchymal tumor of intermediate differentiation,250908,Rare neoplastic disease,Preferential parent
2097,2220,Hypertrichosis cubiti,93890,Rare developmental defect during embryogenesis,Preferential parent
19697,251924,Neuronal tumor,250908,Rare neoplastic disease,Preferential parent
2103,1051,Ramos-Arroyo syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19702,251940,Desmoplastic infantile astrocytoma/ganglioglioma,250908,Rare neoplastic disease,Preferential parent
19703,251946,Dysembryoplastic neuroepithelial tumor,250908,Rare neoplastic disease,Preferential parent
2102,2228,Hypodontia-dysplasia of nails syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19700,251934,Mixed neuronal-glial tumor,250908,Rare neoplastic disease,Preferential parent
2100,2224,Hypertryptophanemia,68367,Rare inborn errors of metabolism,Preferential parent
19701,251937,Gangliocytoma,250908,Rare neoplastic disease,Preferential parent
2107,2232,Primary hypergonadotropic hypogonadism-partial alopecia syndrome,97978,Rare endocrine disease,Preferential parent
19706,251962,Papillary glioneuronal tumor,250908,Rare neoplastic disease,Preferential parent
19707,251975,Rosette-forming glioneuronal tumor,250908,Rare neoplastic disease,Preferential parent
2105,2230,Hypogonadotropic hypogonadism-frontoparietal alopecia syndrome,97978,Rare endocrine disease,Preferential parent
19704,251949,Ganglioglioma,250908,Rare neoplastic disease,Preferential parent
2104,2229,Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19705,251957,Anaplastic ganglioglioma,250908,Rare neoplastic disease,Preferential parent
19710,252006,Yolk sac tumor of central nervous system,250908,Rare neoplastic disease,Preferential parent
2111,2238,Familial isolated hypoparathyroidism,97978,Rare endocrine disease,Preferential parent
19711,252015,Choriocarcinoma of the central nervous system,250908,Rare neoplastic disease,Preferential parent
2110,2237,Hypoparathyroidism-sensorineural deafness-renal disease syndrome,93626,Rare renal disease,Preferential parent
2109,2235,Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome,97966,Rare ophthalmic disorder,Preferential parent
19708,251992,Ganglioneuroma,250908,Rare neoplastic disease,Preferential parent
19709,251995,Primary germ cell tumor of central nervous system,250908,Rare neoplastic disease,Preferential parent
2108,2234,Male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19683,251867,Classic medulloblastoma,250908,Rare neoplastic disease,Preferential parent
2082,2199,Epidermolytic palmoplantar keratoderma,89826,Rare skin disease,Preferential parent
19682,251863,Desmoplastic/nodular medulloblastoma,250908,Rare neoplastic disease,Preferential parent
2083,2200,Focal palmoplantar and gingival keratoderma,89826,Rare skin disease,Preferential parent
2080,2198,Palmoplantar keratoderma-esophageal carcinoma syndrome,89826,Rare skin disease,Preferential parent
19681,251858,Medulloblastoma with extensive nodularity,250908,Rare neoplastic disease,Preferential parent
2081,495,Transgrediens et progrediens palmoplantar keratoderma,89826,Rare skin disease,Preferential parent
19680,251855,Anaplastic/large cell medulloblastoma,250908,Rare neoplastic disease,Preferential parent
2087,2206,Ankylosing vertebral hyperostosis with tylosis,93890,Rare developmental defect during embryogenesis,Preferential parent
2084,2201,Palmoplantar keratoderma-spastic paralysis syndrome,89826,Rare skin disease,Preferential parent
19685,251877,Ganglioneuroblastoma,250908,Rare neoplastic disease,Preferential parent
2085,2202,Palmoplantar keratoderma-deafness syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19684,251870,Central nervous system embryonal tumor,250908,Rare neoplastic disease,Preferential parent
19691,251902,Atypical papilloma of choroid plexus,250908,Rare neoplastic disease,Preferential parent
19690,251899,Choroid plexus carcinoma,250908,Rare neoplastic disease,Preferential parent
2091,2213,Hypertelorism-microtia-facial clefting syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19689,251896,Choroid plexus tumor,250908,Rare neoplastic disease,Preferential parent
2089,2211,Hypertelorism-hypospadias-polysyndactyly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19695,251915,Papillary tumor of the pineal region,250908,Rare neoplastic disease,Preferential parent
19694,251912,Pineocytoma,250908,Rare neoplastic disease,Preferential parent
2095,2218,Cervical hypertrichosis-peripheral neuropathy syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19693,251909,Pineoblastoma,250908,Rare neoplastic disease,Preferential parent
2092,2215,Multiple pterygium-malignant hyperthermia syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19692,251905,Pineal tumor of neuroepithelial tissue,250908,Rare neoplastic disease,Preferential parent
2093,2216,Maternal hyperthermia-induced birth defects,93890,Rare developmental defect during embryogenesis,Preferential parent
19604,251019,2q32q33 deletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2133,2266,"Hypotrichosis-intellectual disability, Lopes type",93890,Rare developmental defect during embryogenesis,Preferential parent
19605,251028,SATB2-associated syndrome due to a chromosomal rearrangement,93890,Rare developmental defect during embryogenesis,Preferential parent
2135,2269,Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19607,251038,3q29 microduplication syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19600,250999,1q41q42 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2129,2261,"Hypospadias-intellectual disability, Goldblatt type syndrome",93890,Rare developmental defect during embryogenesis,Preferential parent
19601,251004,Paternal uniparental disomy of chromosome 1 syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19602,251009,Maternal uniparental disomy of chromosome 1 syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2130,672,Pallister-Hall syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19603,251014,2q31.1 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2141,455,Superficial epidermolytic ichthyosis,89826,Rare skin disease,Preferential parent
19612,251061,7q31 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19613,251066,8p11.2 deletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2140,2272,Ichthyosis-oral and digital anomalies syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19614,251071,8p23.1 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2143,2274,Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome,98006,Rare neurologic disease,Preferential parent
19615,251076,8p23.1 duplication syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2142,2273,Ichthyosis follicularis-alopecia-photophobia syndrome,89826,Rare skin disease,Preferential parent
19608,251043,Ring chromosome 5 syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2137,165,Neutral lipid storage disease,68367,Rare inborn errors of metabolism,Preferential parent
2136,139,CHILD syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19609,251046,6p22 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2139,457,Harlequin ichthyosis,89826,Rare skin disease,Preferential parent
2138,2271,Congenital ichthyosis-microcephalus-tetraplegia syndrome,89826,Rare skin disease,Preferential parent
19611,251056,6q25.2q25.3 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19589,250808,Serpinopathy with toxic serpin polymerization,98053,Rare genetic disease,Preferential parent
19588,250805,Serpinopathy,98053,Rare genetic disease,Preferential parent
2117,2246,Cerebellar hypoplasia-tapetoretinal degeneration syndrome,98006,Rare neurologic disease,Preferential parent
19591,250831,Logopenic progressive aphasia,98006,Rare neurologic disease,Preferential parent
2119,2249,Ulna hypoplasia-intellectual disability syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19590,250811,Serpinopathy with loss of serpin function,98053,Rare genetic disease,Preferential parent
2112,2239,Familial isolated hypoparathyroidism due to agenesis of parathyroid gland,97978,Rare endocrine disease,Preferential parent
2113,2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19597,250984,Autosomal recessive Stickler syndrome,93419,Rare bone disease,Preferential parent
2124,2256,Fibulo-ulnar hypoplasia-renal anomalies syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2125,2257,Primary pulmonary hypoplasia,93890,Rare developmental defect during embryogenesis,Preferential parent
19596,250977,AICA-ribosiduria,98006,Rare neurologic disease,Preferential parent
19599,250994,1q21.1 microduplication syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19598,250989,1q21.1 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2120,2250,Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
